year,state,state_cd,latitude,longitude,plan_type,tot_clms,tot_opioid_clms,opioid_prscrbng_rate,opioid_prscrbng_rate_1y_chg,opioid_prscrbng_rate_5y_chg,la_tot_opioid_clms,la_opioid_prscrbng_rate,la_opioid_prscrbng_rate_1y_chg,la_opioid_prscrbng_rat_5y_chg
2019,Maryland,24,38.978764,-76.490936,MC,9129040,493086,5.4,-0.66,-4.31,50824,10.31,-0.4,0.7
2019,Massachusetts,25,42.358162,-71.063698,MC,8477645,192755,2.27,-0.41,-4.01,17448,9.05,-0.1,1.03
2019,Michigan,26,42.733635,-84.555328,MC,18861787,953216,5.05,-1.1,-7.01,51830,5.44,-0.13,-0.16
2019,Minnesota,27,44.955097,-93.102211,MC,9504464,275537,2.9,-0.6,-3.84,21358,7.75,0.03,0.35
2019,Mississippi,28,32.303848,-90.182106,MC,4447281,168895,3.8,-0.93,-6.5,7170,4.25,0.02,0.84
2019,Missouri,29,38.579201,-92.172935,MC,0,0,,,,0,,,
2019,Montana,30,46.585709,-112.018417,MC,0,0,,,,0,,,
2019,Nebraska,31,40.808075,-96.699654,MC,2405399,74886,3.11,-0.81,-0.31,8780,11.72,-0.54,10.57
2019,Nevada,32,39.163914,-119.766121,MC,4515124,186611,4.13,-0.59,-5.78,12693,6.8,-0.5,1.27
2019,New Hampshire,33,43.206898,-71.537994,MC,1754550,44872,2.56,-0.03,-3.73,6328,14.1,-0.81,-0.56
2019,New Jersey,34,40.220596,-74.769913,MC,18355566,485392,2.64,-0.31,-2.42,39541,8.15,-0.34,0.66
2019,New Mexico,35,35.68224,-105.939728,MC,4694626,188675,4.02,-0.62,-3.75,6757,3.58,-0.29,-2.39
2019,New York,36,42.652843,-73.757874,MC,57204938,1058845,1.85,-0.27,-1.57,78872,7.45,-0.62,-1.19
2019,North Carolina,37,35.78043,-78.639099,MC,0,0,,,,0,,,
2019,North Dakota,38,46.82085,-100.783318,MC,449051,15754,3.51,-1.11,-6.45,516,3.28,-0.99,-3.63
2019,Ohio,39,39.961346,-82.999069,MC,38799998,985380,2.54,-0.5,-4.87,48277,4.9,-0.19,0.14
2019,Oklahoma,40,35.492207,-97.503342,MC,0,0,,,,0,,,
2019,Oregon,41,44.938461,-123.030403,MC,7073707,363078,5.13,-0.77,-6.44,37956,10.45,5.41,2.47
2019,Pennsylvania,42,40.264378,-76.883598,MC,31479160,607449,1.93,-0.86,-4.58,58414,9.62,0.6,0.89
2019,Rhode Island,44,41.830914,-71.414963,MC,3021765,69413,2.3,-0.26,-3.47,5564,8.02,0.52,2.3
2019,South Carolina,45,34.000343,-81.033211,MC,5356735,152811,2.85,-0.9,-4.77,10705,7.01,-0.13,1.29
2019,South Dakota,46,44.367031,-100.346405,MC,0,0,,,,0,,,
2019,Tennessee,47,36.16581,-86.784241,MC,1262601,6753,0.53,0.43,0.53,99,1.47,-3.26,
2019,Texas,48,30.27467,-97.740349,MC,28973216,716491,2.47,-0.42,-2.45,31674,4.42,-0.44,0.25
2019,Utah,49,40.777477,-111.888237,MC,1333388,81130,6.08,-0.92,-3.76,9045,11.15,0,1.22
2019,Vermont,50,44.262436,-72.580536,MC,15140,,,,,,,,
2019,Virginia,51,37.538857,-77.43364,MC,16332780,1648249,10.09,4.03,3.14,1313916,79.72,20.63,72.56
2019,Washington,53,47.035805,-122.905014,MC,13230655,520734,3.94,-0.86,-4.78,44759,8.6,0.24,-0.74
2019,West Virginia,54,38.336246,-81.612328,MC,311408,,,,,,,,
2019,Wisconsin,55,43.074684,-89.384445,MC,79219,3492,4.41,-0.22,-3.36,682,19.53,-3.67,-5.42
2019,Wyoming,56,41.140259,-104.820236,MC,0,0,,,,0,,,
2018,Alabama,1,32.377716,-86.300568,MC,0,0,,,,0,,,
2018,Alaska,2,58.301598,-134.420212,MC,0,0,,,,0,,,
2018,Arizona,4,33.448143,-112.096962,MC,15162462,712713,4.7,-1.28,-4.34,57017,8,-1.43,-2.88
2018,Arkansas,5,34.746613,-92.288986,MC,0,0,,,,0,,,
2018,California,6,38.576668,-121.493629,MC,64094010,2496378,3.89,-0.69,-2.88,141455,5.67,-0.01,-0.16
2018,Colorado,8,39.739227,-104.984856,MC,466371,25624,5.49,-2.35,,2135,8.33,0.08,
2018,Connecticut,9,41.764046,-72.682198,MC,0,0,,,,0,,,
2018,Delaware,10,39.157307,-75.519722,MC,2452012,103026,4.2,-0.35,4.2,17327,16.82,-0.19,
2018,District of Columbia,11,38.89511,-77.03637,MC,1244263,42512,3.42,-0.44,-1.74,862,2.03,-0.47,-0.31
2018,Florida,12,30.438118,-84.281296,MC,26307757,877879,3.34,-0.97,-3.09,61975,7.06,0.1,-1.6
2018,Georgia,13,33.749027,-84.388229,MC,8654089,304506,3.52,-0.94,-2.49,5931,1.95,-0.14,0.13
2018,Hawaii,15,21.307442,-157.857376,MC,2529380,,,,,,,,
2018,Idaho,16,43.617775,-116.199722,MC,0,0,,,,0,,,
2018,Illinois,17,39.798363,-89.654961,MC,20580750,810585,3.94,-0.76,-0.93,27146,3.35,-0.38,-4.25
2018,Indiana,18,39.768623,-86.162643,MC,13251040,583363,4.4,-1.27,,32791,5.62,0.16,
2018,Iowa,19,41.591087,-93.603729,MC,4154531,190424,4.58,0.69,,75999,39.91,24.14,
2018,Kansas,20,39.048191,-95.677956,MC,3333927,151726,4.55,-1.29,-2.93,14410,9.5,-0.76,1.3
2018,Kentucky,21,38.186722,-84.875374,MC,21958815,788679,3.59,-0.56,-2.17,23415,2.97,-0.12,-0.85
2018,Louisiana,22,30.457069,-91.187393,MC,18023756,725378,4.02,-1.17,-3.94,14461,1.99,-0.27,-1.03
2018,Maine,23,44.307167,-69.781693,MC,0,0,,,,0,,,
2018,Maryland,24,38.978764,-76.490936,MC,9440312,571632,6.06,-1.34,-4.01,61243,10.71,-0.88,1.55
2018,Massachusetts,25,42.358162,-71.063698,MC,8654535,232037,2.68,-0.8,-4.24,21231,9.15,-0.2,0.35
2018,Michigan,26,42.733635,-84.555328,MC,19709779,1211842,6.15,-1.93,-5.76,67525,5.57,-0.02,-0.15
2018,Minnesota,27,44.955097,-93.102211,MC,9973833,348656,3.5,-0.78,-3.76,26906,7.72,-0.98,0.41
2018,Mississippi,28,32.303848,-90.182106,MC,4438006,209969,4.73,-1.04,-5.92,8887,4.23,-0.04,0.85
2018,Missouri,29,38.579201,-92.172935,MC,0,0,,,,0,,,
2018,Montana,30,46.585709,-112.018417,MC,0,0,,,,0,,,
2018,Nebraska,31,40.808075,-96.699654,MC,2673315,104875,3.92,-0.48,-0.62,12860,12.26,0.05,10.09
2018,Nevada,32,39.163914,-119.766121,MC,4696935,221793,4.72,-2.15,-5.16,16196,7.3,0.27,1.96
2018,New Hampshire,33,43.206898,-71.537994,MC,1325539,34297,2.59,-0.57,-3.78,5114,14.91,-0.62,-2.02
2018,New Jersey,34,40.220596,-74.769913,MC,18612119,549583,2.95,-0.68,-1.69,46657,8.49,-0.54,0.72
2018,New Mexico,35,35.68224,-105.939728,MC,5446915,252588,4.64,-0.83,-3.01,9768,3.87,-0.5,-3.7
2018,New York,36,42.652843,-73.757874,MC,59169269,1253423,2.12,-0.47,-1.67,101104,8.07,-0.76,-0.08
2018,North Carolina,37,35.78043,-78.639099,MC,0,0,,,,0,,,
2018,North Dakota,38,46.82085,-100.783318,MC,408011,18861,4.62,-1.41,,806,4.27,-2.72,
2018,Ohio,39,39.961346,-82.999069,MC,39668509,1207560,3.04,-1.21,-5.19,61465,5.09,0.06,-0.2
2018,Oklahoma,40,35.492207,-97.503342,MC,0,0,,,,0,,,
2018,Oregon,41,44.938461,-123.030403,MC,7006734,413435,5.9,-1.47,-6.23,20854,5.04,-1.62,-4.77
2018,Pennsylvania,42,40.264378,-76.883598,MC,32595307,909449,2.79,-1.53,-4.06,82044,9.02,0.16,0.42
2018,Rhode Island,44,41.830914,-71.414963,MC,3380250,86692,2.56,-0.84,-3.13,6501,7.5,0.71,0.58
2018,South Carolina,45,34.000343,-81.033211,MC,5441672,204050,3.75,-1.44,-3.6,14564,7.14,0.97,1.8
2018,South Dakota,46,44.367031,-100.346405,MC,0,0,,,,0,,,
2018,Tennessee,47,36.16581,-86.784241,MC,530079,529,0.1,0.07,0.1,25,4.73,4.73,
2018,Texas,48,30.27467,-97.740349,MC,30117051,870160,2.89,-0.48,-2.61,42251,4.86,-0.4,0.87
2018,Utah,49,40.777477,-111.888237,MC,1335071,93467,7,-1.49,-2.29,10421,11.15,-0.64,2.56
2018,Vermont,50,44.262436,-72.580536,MC,576,0,0,,,0,,,
2018,Virginia,51,37.538857,-77.43364,MC,9934092,602110,6.06,1.8,-1.52,355814,59.09,45.74,52.6
2018,Washington,53,47.035805,-122.905014,MC,13369867,641189,4.8,-1.15,-4.51,53589,8.36,-0.28,-2.23
2018,West Virginia,54,38.336246,-81.612328,MC,366271,,,,,,,,
2018,Wisconsin,55,43.074684,-89.384445,MC,79972,3702,4.63,-0.58,-3.75,859,23.2,-4.87,4.73
2018,Wyoming,56,41.140259,-104.820236,MC,0,0,,,,0,,,
2017,Alabama,1,32.377716,-86.300568,MC,0,0,,,,0,,,
2017,Alaska,2,58.301598,-134.420212,MC,0,0,,,,0,,,
2017,Arizona,4,33.448143,-112.096962,MC,15921864,951828,5.98,-1.26,,89751,9.43,-1.44,
2017,Arkansas,5,34.746613,-92.288986,MC,,,,,,,,,
2017,California,6,38.576668,-121.493629,MC,65149060,2982934,4.58,-0.73,,169541,5.68,-0.31,
2017,Colorado,8,39.739227,-104.984856,MC,543162,42593,7.84,-1.95,,3515,8.25,0.41,
2017,Connecticut,9,41.764046,-72.682198,MC,0,0,,,,0,,,
2017,Delaware,10,39.157307,-75.519722,MC,2362995,107545,4.55,-0.88,,18293,17.01,0.64,
2017,District of Columbia,11,38.89511,-77.03637,MC,1299493,50200,3.86,-0.46,,1257,2.5,0,
2017,Florida,12,30.438118,-84.281296,MC,27082738,1166720,4.31,-0.44,,81256,6.96,0.16,
2017,Georgia,13,33.749027,-84.388229,MC,8922190,398269,4.46,-0.64,,8316,2.09,0.08,
2017,Hawaii,15,21.307442,-157.857376,MC,2678695,,,,,,,,
2017,Idaho,16,43.617775,-116.199722,MC,0,0,,,,0,,,
2017,Illinois,17,39.798363,-89.654961,MC,20533731,964390,4.7,-0.86,,35948,3.73,-0.11,
2017,Indiana,18,39.768623,-86.162643,MC,13720640,778045,5.67,-2.12,,42449,5.46,-0.95,
2017,Iowa,19,41.591087,-93.603729,MC,3766994,146687,3.89,-0.39,,23137,15.77,8.34,
2017,Kansas,20,39.048191,-95.677956,MC,4323059,252479,5.84,-0.23,,25893,10.26,-0.21,
2017,Kentucky,21,38.186722,-84.875374,MC,20960809,870300,4.15,-0.31,,26917,3.09,0.22,
2017,Louisiana,22,30.457069,-91.187393,MC,17382487,902308,5.19,-0.85,,20398,2.26,-0.65,
2017,Maine,23,44.307167,-69.781693,MC,0,0,,,,0,,,
2017,Maryland,24,38.978764,-76.490936,MC,9282717,686914,7.4,-1.17,,79645,11.59,-0.82,
2017,Massachusetts,25,42.358162,-71.063698,MC,9136479,318101,3.48,-1.02,,29736,9.35,0.53,
2017,Michigan,26,42.733635,-84.555328,MC,20159428,1627981,8.08,-1.49,,91064,5.59,-0.4,
2017,Minnesota,27,44.955097,-93.102211,MC,10794182,462060,4.28,-0.73,,40212,8.7,0.46,
2017,Mississippi,28,32.303848,-90.182106,MC,4682253,269933,5.77,-0.8,,11517,4.27,0.6,
2017,Missouri,29,38.579201,-92.172935,MC,0,0,,,,0,,,
2017,Montana,30,46.585709,-112.018417,MC,0,0,,,,0,,,
2017,Nebraska,31,40.808075,-96.699654,MC,2543411,111808,4.4,2.28,,13651,12.21,8.88,
2017,Nevada,32,39.163914,-119.766121,MC,4642807,319166,6.87,-1.07,,22452,7.03,-0.16,
2017,New Hampshire,33,43.206898,-71.537994,MC,1222276,38598,3.16,-1.18,,5993,15.53,0.72,
2017,New Jersey,34,40.220596,-74.769913,MC,18756568,680515,3.63,-0.87,,61465,9.03,0.34,
2017,New Mexico,35,35.68224,-105.939728,MC,5727020,313202,5.47,-0.87,,13673,4.37,0.74,
2017,New York,36,42.652843,-73.757874,MC,58363496,1511947,2.59,-0.41,,133461,8.83,-0.32,
2017,North Carolina,37,35.78043,-78.639099,MC,0,0,,,,0,,,
2017,North Dakota,38,46.82085,-100.783318,MC,399471,24077,6.03,-1.46,,1683,6.99,-0.98,
2017,Ohio,39,39.961346,-82.999069,MC,43309205,1842239,4.25,-1.22,,92721,5.03,0.21,
2017,Oklahoma,40,35.492207,-97.503342,MC,0,0,,,,0,,,
2017,Oregon,41,44.938461,-123.030403,MC,7960469,587063,7.37,-1.58,,39095,6.66,-0.87,
2017,Pennsylvania,42,40.264378,-76.883598,MC,35278346,1524954,4.32,-1.28,,135136,8.86,0.4,
2017,Rhode Island,44,41.830914,-71.414963,MC,3295405,112033,3.4,-0.9,,7609,6.79,0.23,
2017,South Carolina,45,34.000343,-81.033211,MC,5617473,291451,5.19,-1.11,,17989,6.17,0.11,
2017,South Dakota,46,44.367031,-100.346405,MC,0,0,,,,0,,,
2017,Tennessee,47,36.16581,-86.784241,MC,553370,148,0.03,,,0,0,,
2017,Texas,48,30.27467,-97.740349,MC,30389236,1023375,3.37,-0.6,,53840,5.26,0.59,
2017,Utah,49,40.777477,-111.888237,MC,1409970,119696,8.49,-1.02,,14108,11.79,-0.1,
2017,Vermont,50,44.262436,-72.580536,MC,0,0,,,,0,,,
2017,Virginia,51,37.538857,-77.43364,MC,8724186,371436,4.26,-1.29,,49585,13.35,6.49,
2017,Washington,53,47.035805,-122.905014,MC,14321481,852069,5.95,-1.06,,73620,8.64,-0.69,
2017,West Virginia,54,38.336246,-81.612328,MC,4652817,171797,3.69,-0.98,,8011,4.66,0.98,
2017,Wisconsin,55,43.074684,-89.384445,MC,80919,4218,5.21,-0.8,,1184,28.07,1.84,
2017,Wyoming,56,41.140259,-104.820236,MC,0,0,,,,0,,,
2016,Alabama,1,32.377716,-86.300568,MC,0,0,,,,0,,,
2016,Alaska,2,58.301598,-134.420212,MC,0,0,,,,0,,,
2016,Arizona,4,33.448143,-112.096962,MC,17500768,1266689,7.24,-0.48,,137679,10.87,0.45,
2016,Arkansas,5,34.746613,-92.288986,MC,0,0,,,,0,,,
2016,California,6,38.576668,-121.493629,MC,61816607,3284545,5.31,-0.44,,196731,5.99,0.01,
2016,Colorado,8,39.739227,-104.984856,MC,596729,58444,9.79,,,4584,7.84,,
2016,Connecticut,9,41.764046,-72.682198,MC,0,0,,,,0,,,
2016,Delaware,10,39.157307,-75.519722,MC,2754890,149556,5.43,-0.93,,24488,16.37,0.39,
2016,District of Columbia,11,38.89511,-77.03637,MC,1371393,59310,4.32,-0.17,,1481,2.5,-0.01,
2016,Florida,12,30.438118,-84.281296,MC,26573325,1262501,4.75,-0.54,,85835,6.8,-2.59,
2016,Georgia,13,33.749027,-84.388229,MC,8238769,419966,5.1,-0.44,,8460,2.01,-0.06,
2016,Hawaii,15,21.307442,-157.857376,MC,2422230,,,,,,,,
2016,Idaho,16,43.617775,-116.199722,MC,0,0,,,,0,,,
2016,Illinois,17,39.798363,-89.654961,MC,19218678,1068331,5.56,-0.6,,41028,3.84,-0.16,
2016,Indiana,18,39.768623,-86.162643,MC,11945233,930055,7.79,-1.42,,59580,6.41,-0.08,
2016,Iowa,19,41.591087,-93.603729,MC,4206712,179934,4.28,4.26,,13373,7.43,7.43,
2016,Kansas,20,39.048191,-95.677956,MC,3266763,198350,6.07,-0.29,,20769,10.47,0.08,
2016,Kentucky,21,38.186722,-84.875374,MC,15784701,704572,4.46,0.28,,20234,2.87,0.08,
2016,Louisiana,22,30.457069,-91.187393,MC,12127876,732557,6.04,0.02,,21340,2.91,-0.34,
2016,Maine,23,44.307167,-69.781693,MC,0,0,,,,0,,,
2016,Maryland,24,38.978764,-76.490936,MC,9148776,783630,8.57,-0.42,,97279,12.41,0.95,
2016,Massachusetts,25,42.358162,-71.063698,MC,9651482,434718,4.5,-0.96,,38351,8.82,0.92,
2016,Michigan,26,42.733635,-84.555328,MC,20280381,1940867,9.57,-1.29,,116349,5.99,-0.13,
2016,Minnesota,27,44.955097,-93.102211,MC,9688260,485541,5.01,-0.98,,39997,8.24,0.27,
2016,Mississippi,28,32.303848,-90.182106,MC,4909167,322327,6.57,-1.52,,11836,3.67,-0.07,
2016,Missouri,29,38.579201,-92.172935,MC,0,0,,,,0,,,
2016,Montana,30,46.585709,-112.018417,MC,0,0,,,,0,,,
2016,Nebraska,31,40.808075,-96.699654,MC,238925,5071,2.12,-0.8,,169,3.33,0.91,
2016,Nevada,32,39.163914,-119.766121,MC,4378211,347602,7.94,-0.76,,24987,7.19,0.3,
2016,New Hampshire,33,43.206898,-71.537994,MC,1281921,55681,4.34,-1.82,,8249,14.81,2.23,
2016,New Jersey,34,40.220596,-74.769913,MC,21403612,963377,4.5,-0.37,,83684,8.69,0.96,
2016,New Mexico,35,35.68224,-105.939728,MC,5873669,372267,6.34,-0.48,,13498,3.63,-1.04,
2016,New York,36,42.652843,-73.757874,MC,59369853,1780031,3,-0.41,,162930,9.15,0.66,
2016,North Carolina,37,35.78043,-78.639099,MC,0,0,,,,0,,,
2016,North Dakota,38,46.82085,-100.783318,MC,410222,30735,7.49,-1.22,,2449,7.97,0.18,
2016,Ohio,39,39.961346,-82.999069,MC,38013466,2078613,5.47,-0.88,,100143,4.82,0.12,
2016,Oklahoma,40,35.492207,-97.503342,MC,0,0,,,,0,,,
2016,Oregon,41,44.938461,-123.030403,MC,7315405,654672,8.95,-1.26,,49321,7.53,-0.2,
2016,Pennsylvania,42,40.264378,-76.883598,MC,31197986,1747917,5.6,-0.5,,147893,8.46,-0.17,
2016,Rhode Island,44,41.830914,-71.414963,MC,3064205,131674,4.3,-0.7,,8644,6.56,0.34,
2016,South Carolina,45,34.000343,-81.033211,MC,5056791,318436,6.3,-0.73,,19291,6.06,-0.07,
2016,South Dakota,46,44.367031,-100.346405,MC,0,0,,,,0,,,
2016,Tennessee,47,36.16581,-86.784241,MC,512863,,,,,,,,
2016,Texas,48,30.27467,-97.740349,MC,28591523,1136491,3.97,-0.18,,53025,4.67,-0.27,
2016,Utah,49,40.777477,-111.888237,MC,1489093,141607,9.51,-0.53,,16843,11.89,0.76,
2016,Vermont,50,44.262436,-72.580536,MC,0,0,,,,0,,,
2016,Virginia,51,37.538857,-77.43364,MC,8761157,485827,5.55,-0.61,,33334,6.86,-0.38,
2016,Washington,53,47.035805,-122.905014,MC,13276597,930537,7.01,-0.81,,86853,9.33,-0.4,
2016,West Virginia,54,38.336246,-81.612328,MC,6315942,295087,4.67,-0.45,,10864,3.68,0.38,
2016,Wisconsin,55,43.074684,-89.384445,MC,83474,5017,6.01,-0.39,,1316,26.23,0.1,
2016,Wyoming,56,41.140259,-104.820236,MC,0,0,,,,0,,,
2015,Alabama,1,32.377716,-86.300568,MC,0,0,,,,0,,,
2015,Alaska,2,58.301598,-134.420212,MC,0,0,,,,0,,,
2015,Arizona,4,33.448143,-112.096962,MC,15735174,1215403,7.72,-1.35,,126659,10.42,0.16,
2015,Arkansas,5,34.746613,-92.288986,MC,0,0,,,,0,,,
2015,California,6,38.576668,-121.493629,MC,57112698,3282611,5.75,-0.96,,196295,5.98,0.83,
2015,Colorado,8,39.739227,-104.984856,MC,0,0,,,,0,,,
2015,Connecticut,9,41.764046,-72.682198,MC,0,0,,,,0,,,
2015,Delaware,10,39.157307,-75.519722,MC,2411318,153455,6.36,6.36,,24517,15.98,,
2015,District of Columbia,11,38.89511,-77.03637,MC,1259754,56518,4.49,-0.31,,1418,2.51,0.21,
2015,Florida,12,30.438118,-84.281296,MC,25386038,1341668,5.29,-0.69,,125960,9.39,0.51,
2015,Georgia,13,33.749027,-84.388229,MC,8649846,479329,5.54,-0.32,,9913,2.07,0.05,
